Institution,City,State,Zip,Instituion URL,Cost of Attendance,In-state Tuition,Out-of-State Tuition,Average Faculty Salary,Student Spending Ratio
Arizona College-Mesa,Mesa,AZ,85201,https://www.arizonacollege.edu/,32730.0,15841.0,15841.0,3736.0,0.19984965635738833
Antioch College,Yellow Springs,OH,45387,antiochcollege.edu/,52562.0,37143.0,37143.0,6512.0,5.037535410764873
Texas A&M University-Central Texas,Killeen,TX,76549,tamuct.edu/,30564.5,7029.0,17157.0,7550.0,1.1190788514793761
Central Georgia Technical College,Warner Robins,GA,31088,www.centralgatech.edu/,8567.0,3042.0,5442.0,4296.0,2.2526315789473683
Arizona State University Digital Immersion,Scottsdale,AZ,85257,www.asu.edu/,24805.0,10806.0,19398.0,9151.0,0.7566021126760564
Louisiana Delta Community College,Monroe,LA,71203,https://www.ladelta.edu/,14175.0,4158.0,7612.0,4299.0,2.017396184062851
California International Business University,San Diego,CA,92101,www.cibu.edu,18448.5,13250.0,13250.0,1250.0,0.8114437487584335
IGlobal University,Vienna,VA,22182-2734,www.igu.edu/,22722.0,14000.0,14000.0,8333.0,0.3056768558951965
Standard Healthcare Services-College of Nursing,Falls Church,VA,22043,https://www.standardcollege.edu/,21610.4,11975.2,14516.0,7817.0,0.27102604240785544
Alabama College of Osteopathic Medicine,Dothan,AL,36303-2251,https://www.acom.edu/,20498.8,9950.4,15032.0,6969.5,0.4131478650330527
High Desert Medical College,Lancaster,CA,93534,www.hdmc.edu/,19387.2,7925.6,15548.0,6122.0,0.2545364156102411
MedQuest College,Louisville,KY,40223-1882,medquestcollege.edu/,18275.6,5900.8,16064.0,4583.0,0.42131085671153606
University of Florida-Online,Gainesville,FL,32611,www.ufonline.ufl.edu/,17164.0,3876.0,16580.0,5366.0,5.6704
University of Phoenix-Arizona,Phoenix,AZ,85040,https://www.phoenix.edu/,18427.0,9552.0,9552.0,6711.0,0.13956105796285875
University of Phoenix-California,Ontario,CA,91761,https://www.phoenix.edu/,18188.0,9552.0,9552.0,13229.0,0.13959222380275013
University of Phoenix-Florida,Miramar,FL,33027,https://www.phoenix.edu/,18295.33333333333,9552.0,9552.0,12405.888888888889,0.13954483230663928
University of Phoenix-Georgia,Atlanta,GA,30328,https://www.phoenix.edu/,18402.666666666668,9552.0,9552.0,11582.777777777776,0.13956550362080317
University of Phoenix-Michigan,Southfield,MI,48076,https://www.phoenix.edu,18510.0,9552.0,9552.0,10759.666666666668,0.1395682627167298
University of Phoenix-Nevada,Las Vegas,NV,89135,https://www.phoenix.edu/,18617.33333333333,9552.0,9552.0,9936.555555555557,0.13956873805841144
University of Phoenix-North Carolina,Charlotte,NC,28273,https://www.phoenix.edu/,18724.666666666668,9552.0,9552.0,9113.444444444443,0.13962888113172883
University of Phoenix-Texas,Houston,TX,77079,https://www.phoenix.edu/,18832.0,9552.0,9552.0,8290.333333333334,0.13954358398802844
University of Phoenix-Virginia,Virginia Beach,VA,23462,https://www.phoenix.edu,17836.5,9414.0,9414.0,7467.222222222223,0.13957989820058786
University of Phoenix-Pennsylvania,Philadelphia,PA,19103,https://www.phoenix.edu/,16841.0,9276.0,9276.0,6644.111111111111,0.13960386565878863
University of West Los Angeles,Inglewood,CA,90301,www.uwla.edu/,15845.5,9138.0,9138.0,5821.0,0.30382549146939014
Rabbinical College Ohr Yisroel,Brooklyn,NY,11236,www.rabbinicalcollegeohryisroel.com/,14850.0,9000.0,9000.0,2817.0,0.2781875658587987
University of North Texas at Dallas,Dallas,TX,75241,untdallas.edu/,20020.0,9140.0,21811.0,8095.0,0.8260711251365457
BridgeValley Community & Technical College,South  Charleston,WV,25136,www.bridgevalley.edu/,12393.0,4864.0,10960.0,6018.0,2.075586206896552
Georgia Military College,Milledgeville,GA,31061,https://www.gmc.edu/index.cms,13317.0,6525.0,6525.0,3963.0,0.9119739181979846
SAE Institute of Technology-Chicago,Chicago,IL,60610-3132,chicago.sae.edu/,22358.0,10555.0,10555.0,4267.0,0.16537276648182378
California College San Diego,San Diego,CA,92111,www.cc-sd.edu/,31399.0,14585.0,14585.0,5456.0,0.29552100969678313
West Coast University-Miami,Doral,FL,33178-2431,westcoastuniversity.edu/,32167.0,23241.0,23241.0,7204.0,0.5385386053967406
National American University-Harold D. Buckingham Graduate School,Rapid City,SD,57701-2823,www.national.edu/,24845.666666666668,16413.666666666668,17129.333333333332,6165.666666666667,0.37368118166123154
High Tech High Graduate School of Education,San Diego,CA,92106,hthgse.edu/,17524.333333333336,9586.333333333334,11017.666666666666,5127.333333333334,2.5305719921104535
Coastal Pines Technical College,Waycross,GA,31503,www.coastalpines.edu/,10203.0,2759.0,4906.0,4089.0,1.6225187113569801
International Sports Sciences Association,Carpinteria,CA,93013-2912,college.issaonline.edu/,11809.0,5361.0,6792.333333333333,3467.0,0.3225557129975525
University of Texas Health Science Center at Tyler,Tyler,TX,75708-3154,https://www.uthct.edu/,13415.0,7963.0,8678.666666666666,8672.0,70.90266666666666
California Intercontinental University,Irvine,CA,92614-5636,https://www.caluniversity.edu/,15021.0,10565.0,10565.0,4167.0,0.15397599399849962
American College of the Building Arts,Charleston,SC,29403-4223,acba.edu/,16627.0,20572.0,20572.0,5623.0,1.6441499897547982
Atlantis University,Miami,FL,33132,www.atlantisuniversity.edu/,18233.0,10800.0,10800.0,3729.0,0.5750442341718593
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,11223-1933,betmedrashgadolaterettorah.com/,15850.0,10050.0,10050.0,3201.0,1.227657283494847
Yeshiva Ohr Yisrael,Brooklyn,NY,11229,ohryisroel.org/,16600.0,7900.0,7900.0,7949.0,1.4804310833806011
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,11030-3816,www.northwell.edu/education-and-resources/elmezzi-graduate-school-of-molecular-medicine,21275.5,13850.0,13850.0,7008.0,
Theatre of Arts,Hollywood,CA,90028-6111,www.toa.edu/,25951.0,19800.0,19800.0,6067.0,0.5078247985924622
Beth Medrash Meor Yitzchok,Monsey,NY,10952-4023,https://bethmedrashmeoryitzchok.com/,20150.0,10350.0,10350.0,4129.0,1.4455747711088505
San Ignacio University,Doral,FL,33178-2350,www.sanignaciouniversity.edu/,17040.0,10400.0,10400.0,3987.5,0.15545963955777678
Valor Christian College,Canal Winchester,OH,43110,https://www.valorcollege.edu/,19860.0,6770.0,6770.0,3846.0,0.26156178923426837
Bethany Global University,Bloomington,MN,55438-2849,https://www.bethanygu.edu/,26478.0,14600.0,14600.0,4336.0,1.0859965136548517
United International College,Miramar,FL,33025-3943,www.unilatina.edu/,24538.5,8907.0,8907.0,5091.0,0.28992545742037495
Saint Michael College of Allied Health,Washington,DC,20002,https://www.smcah.edu/,22599.0,16325.0,16325.0,7552.0,0.3871597228997951
Presidio Graduate School,San Francisco,CA,94129-1749,www.presidio.edu/,20587.25,17516.666666666668,17516.666666666668,8070.0,0.7670255908264578
Wright Graduate University for the Realization of Human Potential,Elkhorn,WI,53121-2556,www.wrightgrad.edu/,18575.5,18708.33333333333,18708.33333333333,7034.0,0.3992518815629366
California Jazz Conservatory,Berkeley,CA,94704-1268,www.cjc.edu/,16563.75,19900.0,19900.0,5998.0,0.7715942849059273
Wave Leadership College,Virginia Beach,VA,23454-2140,wavecollege.edu/,14552.0,7490.0,7490.0,2000.0,0.3801352912060716
Pima Medical Institute-El Paso,El Paso,TX,79915-1525,www.pmi.edu/,17602.333333333332,7145.333333333333,10896.666666666666,3555.0,0.47012249775918735
Pima Medical Institute-Phoenix,Phoenix,AZ,85029-4929,www.pmi.edu/,20652.666666666668,6800.666666666667,14303.333333333332,3329.0,0.4047588258114574
Kennesaw State University,Kennesaw,GA,30144,www.kennesaw.edu/,23703.0,6456.0,17710.0,7278.0,0.8494154325798908
Milligan University,Milligan,TN,37682,www.milligan.edu/,44301.0,34650.0,34650.0,6173.0,0.6046132008516678
Chamberlain University-Nevada,Las Vegas,NV,89144,https://www.chamberlain.edu/,39815.0,19375.0,19375.0,8154.0,0.2777185501066098
Chamberlain University-Michigan,Troy,MI,48084,https://www.chamberlain.edu/,37622.5,19375.0,19375.0,6713.0,0.2920057443752992
Chamberlain University-New Jersey,North Brunswick,NJ,08902,https://www.chamberlain.edu/,35430.0,19375.0,19375.0,7073.0,0.2336560582822086
Hussian College-Los Angeles,Los Angeles,CA,90017-2019,relativityschool.org/,61121.0,40100.0,40100.0,6119.0,0.010315384235723804
The University of Tennessee Health Science Center,Memphis,TN,38163,www.uthsc.edu/,64795.5,46952.0,46952.0,11015.0,4.131561008861622
Emory University-Oxford College,Oxford,GA,30054,www.oxford.emory.edu/,68470.0,53804.0,53804.0,8754.0,0.40016726664484925
Southern Regional Technical College,Thomasville,GA,31792,southernregional.edu/,9066.0,3002.0,5402.0,4681.0,1.6335910652920962
University of Arizona-Sierra Vista,Sierra Vista,AZ,85635,https://azcast.arizona.edu/,20249.0,8523.5,9723.5,8084.0,0.9000451943356432
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,44221,fortiscollege.edu/,31432.0,14045.0,14045.0,5207.0,0.48458919863832917
Sunstate Academy-Jones Technical Institute,Jacksonville,FL,32256-0367,www.jtech.org/,25114.0,13689.0,13689.0,4239.0,0.4861482565474088
Texas State Technical College,Waco,TX,76705,www.tstc.edu/,17279.0,5877.0,10191.0,5042.0,2.797627606038821
Arizona College of Nursing-Las Vegas,Las Vegas,NV,89102-4512,https://www.arizonacollege.edu/,34823.0,19962.0,19962.0,7771.0,0.3122740925520542
Florida Career College-Pembroke Pines,Pembroke Pines,FL,33024-6916,https://www.floridacareercollege.edu/,32477.0,16684.0,16684.0,3572.0,0.3814284503939676
Florida Career College-West Palm Beach,West Palm Beach,FL,33417-4326,https://www.floridacareercollege.edu/,32536.0,16684.0,16684.0,4244.0,0.30355807244363714
Florida Career College-Hialeah,Hialeah,FL,33012-7028,https://www.floridacareercollege.edu/,32595.0,16684.0,16684.0,3744.0,0.31380972338642077
Florida Career College-Lauderdale Lakes,Lauderdale Lakes,FL,33319-5617,https://www.floridacareercollege.edu/,32654.0,16684.0,16684.0,4922.0,0.48363273453093814
Florida Career College-Boynton Beach,Boynton Beach,FL,33426-8205,https://www.floridacareercollege.edu/,31848.0,16684.0,16684.0,4826.0,0.4905742617413098
Florida Career College-Margate,Margate,FL,33063-7011,https://www.floridacareercollege.edu/,31282.0,17436.0,17436.0,4396.0,0.3228066146072577
Florida Career College-Houston,Houston,TX,77090-1111,https://www.floridacareercollege.edu/,30716.0,18188.0,18188.0,4199.0,0.3895599654874892
Husson University,Bangor,ME,04401-2929,www.husson.edu/,30150.0,18940.0,18940.0,7297.0,0.4920491060393837
Concorde Career College-Southaven,Southaven,MS,38671,https://www.concorde.edu/campus/southaven-mississippi,29641.33333333333,17826.666666666668,17826.666666666668,2963.0,0.2934307795698925
Universal Technical Institute-Southern California,Long Beach,CA,90808-1789,https://www.uti.edu/,29132.666666666668,16713.333333333332,16713.333333333332,3915.0,0.2505920757857006
Northwest University-College of Adult and Professional Studies,Kirkland,WA,98033,www.northwestu.edu/,28624.0,15600.0,15600.0,6342.0,0.6368078175895765
California Institute of Advanced Management,Alhambra,CA,91803,ciam.edu/,27602.714285714286,12175.0,12175.0,5833.0,0.24189330543933055
Yeshiva Zichron Aryeh,Far Rockaway,NY,11691-0000,https://yeshivazichronaryeh.com/,26581.42857142857,8750.0,8750.0,4043.0,3.369400847748883
Felbry College School of Nursing,Columbus,OH,43231-2256,felbrycollege.edu/,25560.14285714285,8251.6,8251.6,5930.0,0.6216964510445507
Martinsburg College,Martinsburg,WV,25404-6204,www.martinsburgcollege.edu/,24538.85714285714,7753.2,7753.2,4418.0,0.13512374934175883
Alhambra Medical University,Alhambra,CA,91803,www.amu.edu/,23517.571428571428,7254.8,7254.8,3125.0,0.455008210180624
Central Yeshiva Beth Joseph,Brooklyn,NY,11230-6043,https://centralyeshivabethjoseph.com/,22496.285714285717,6756.4,6756.4,4300.0,2.8487037037037037
Abraham Lincoln University,Glendale,CA,91210,https://www.alu.edu/,21475.0,6258.0,6258.0,3445.333333333333,0.062325581395348835
Med Academy,Hialeah,FL,33018-4937,www.medacademy.edu/,20574.0,6471.5,6471.5,2590.666666666667,0.14694736842105263
Huntington University of Health Sciences,Knoxville,TN,37918-8230,https://www.huhs.edu/,19673.0,6685.0,6685.0,1736.0,0.20171421862158037
Sonoran Desert Institute,Tempe,AZ,85281,sdi.edu/,18772.0,9440.0,9440.0,3087.0,0.3307140887786049
Yeshivas Maharit D'Satmar,Monroe,NY,10950,yeshivasmaharit.com/,23674.0,11500.0,11500.0,3574.0,0.48047169022330016
Elim Bible Institute and College,Lima,NY,14485-9704,www.elim.edu/,17826.0,9980.0,9980.0,2939.0,0.666892502258356
Beth Medrash of Asbury Park,Lakewood,NJ,08701-5842,https://baismedrashzichronmeir.com/,18589.0,12350.0,12350.0,4253.0,0.7597196729517771
Hope College of Arts and Sciences,Pompano Beach,FL,33069-3240,hcas.edu/,16744.5,10575.0,10575.0,3813.0,0.5096017069701281
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,08701-3623,https://yeshivagedolahshaareishmuel.com/,14900.0,8800.0,8800.0,8705.0,0.7260005597537084
Claremont Lincoln University,Claremont,CA,91711-4744,https://claremontlincoln.edu/,31988.0,19520.0,19520.0,6852.5,2.200111172873819
Seattle Film Institute,Seattle,WA,98119-1707,https://www.sfi.edu/#fronttable,49076.0,30240.0,30240.0,5000.0,0.1440444679724722
Indiana Wesleyan University-National & Global,Marion,IN,46953,https://www.indwes.edu/,27500.0,9743.0,9743.0,7320.0,0.28291048348492104
Northeast Lakeview College,Universal City,TX,78145,www.alamo.edu/nlc,11339.0,3030.0,14220.0,6819.0,2.087012987012987
John Patrick University of Health and Applied Sciences,South Bend,IN,46601-2352,https://jpu.edu/,26614.5,16634.0,16634.0,6500.0,0.17471244336005576
University of Saint Katherine,San Marcos,CA,92069,www.usk.edu/,41890.0,25300.0,25300.0,5100.0,0.2567003747966905
Teachers College of San Joaquin,Stockton,CA,95206,www.teacherscollegesj.edu/,31126.0,17301.333333333332,19421.33333333333,10902.0,0.6212134214365399
Wongu University of Oriental Medicine,Las Vegas,NV,89123-2836,www.wongu.edu/,20362.0,9302.666666666666,13542.666666666666,10008.5,0.4409459279925601
Clovis Community College,Fresno,CA,93730,www.cloviscollege.edu/,9598.0,1304.0,7664.0,9115.0,5.914018691588785
The College of Health Care Professions-McAllen Campus,McAllen,TX,78504-4398,www.chcp.edu/,11191.42857142857,10339.5,13519.5,4247.0,0.47571942446043164
Chamberlain University-North Carolina,Charlotte,NC,28273,https://www.chamberlain.edu/,12784.857142857143,19375.0,19375.0,6662.0,0.3435292971603916
Chamberlain University-California,Rancho Cordova,CA,95670,https://www.chamberlain.edu/,14378.285714285714,19375.0,19375.0,9892.0,0.34102797907568266
Purdue University Global,West Lafayette,IN,47906,https://www.purdueglobal.edu/,15971.714285714286,8037.0,14358.0,4775.0,0.19471893730763
Pima Medical Institute-Dillon,Dillon,MT,59725,www.pmi.edu/,17565.142857142855,9324.666666666666,13538.666666666666,4597.0,0.6436673951503799
West Coast University-Center for Graduate Studies,Los Angeles,CA,90004,westcoastuniversity.edu/,19158.571428571428,10612.333333333334,12719.333333333334,10090.0,0.30652960470699625
Carolina University,Winston-Salem,NC,27101,https://www.carolinau.edu/,20752.0,11900.0,11900.0,3380.0,0.47909116253136325
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,90670-5611,ptsa.edu/,27886.0,7820.0,7820.0,1373.0,0.18856904463913224
HCI College,West Palm Beach,FL,33409-5189,www.hci.edu/,35020.0,19404.0,19404.0,4612.0,0.19441039470458446
Southern States University,San Diego,CA,92110,www.ssu.edu/,22967.5,5913.0,5913.0,4000.0,0.5594732370433305
America Evangelical University,Los Angeles,CA,90006-5860,www.aeu.edu/,10915.0,5500.0,5500.0,3000.0,1.4146848989298455
Virginia University of Integrative Medicine,Fairfax,VA,22031-5310,www.vuim.edu/,15451.333333333332,18796.5,18796.5,8750.0,0.37442396313364057
Los Angeles Academy of Figurative Art,Van Nuys,CA,91406-2127,laafa.edu/,19987.666666666664,32093.0,32093.0,3582.0,1.5659529620590193
Westcliff University,Irvine,CA,92614,www.westcliff.edu/,24524.0,8700.0,8700.0,5703.0,0.15115134815981107
Sacramento Ultrasound Institute,Sacramento,CA,95825-0570,sui.edu/,26534.5,13230.0,13230.0,3354.0,0.207217137106436
Bolivar Technical College,Bolivar,MO,65613-8095,www.bolivarcollege.org/,28545.0,17760.0,17760.0,4113.0,0.5493477027793534
Reformed University,Lawrenceville,GA,30043-5604,runiv.edu/,20144.0,5360.0,5360.0,2944.0,0.46917275230456124
Yeshiva Shaar Ephraim,Monsey,NY,10952-2732,shaarephraim.org/,21342.0,14175.0,14175.0,3648.0,1.160183908045977
California Institute of Arts & Technology,San Diego,CA,92108-3822,www.ciat.edu/,37391.0,14040.0,14040.0,6107.0,0.3771324694695628
Yeshiva Bais Aharon,Lakewood,NJ,08701-2053,https://www.yeshivabaisaharon.com/,15175.0,9075.0,9075.0,1818.0,0.6307392005431554
Mechon L'hoyroa,Monsey,NY,10952-2710,https://www.mechonlhoyroa.com/,18751.5,11347.5,11347.5,2367.0,5.989588967009194
Elyon College,Brooklyn,NY,11204-4801,elyon.edu/,22328.0,13620.0,13620.0,1373.0,0.5098591549295775
Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,MI,49007,med.wmich.edu/,20264.0,11672.5,11672.5,2768.5,2.050593258523398
Yeshiva Ohr Naftoli,New Windsor,NY,12553-8006,https://www.yeshivaohrnaftoli.com/,18200.0,9725.0,9725.0,4164.0,1.4637366968860859
Bais Medrash Mayan Hatorah,Lakewood,NJ,08701,https://baismedrashmayanhatorah.com/,16650.0,10650.0,10650.0,1118.0,0.6593806921675774
Gwinnett Institute,Orlando,FL,32826-9998,www.gwinnettcollege.edu/,16818.25,9940.5,11611.25,4879.0,0.46522781774580335
Career Quest Learning Center-Mt. Pleasant,Mount Pleasant,MI,48858-4427,www.careerquest.edu/,16986.5,9231.0,12572.5,2489.0,0.258133387555917
Maine Media College,Rockport,ME,04856-5952,https://www.mainemedia.edu/college/,17154.75,8521.5,13533.75,4579.0,0.6298404837443761
Purdue University Northwest,Hammond,IN,46323,www.pnw.edu/,17323.0,7812.0,14495.0,8324.0,1.1567255768286697
Ross College-Canton,Canton,OH,44718-3674,www.rosseducation.edu/,23537.0,11083.0,14424.5,2303.0,0.27132221279803975
Platt College-Anaheim,Anaheim,CA,92806-5949,www.plattcollege.edu/,29751.0,14354.0,14354.0,5200.0,0.6056301818882962
Fortis College-Cutler Bay,Cutler Bay,FL,33157-7693,https://fortis.edu/campuses/florida/cutler-bay/19600-south-dixie-highway-cutler-bay-fl.aspx,29899.0,16580.0,16580.0,6986.0,0.5408362989323844
National American University-Garden City,Garden City,KS,67846-6333,www.national.edu/locations/campuses/garden-city/,26637.8,14874.0,14874.0,6122.0,0.20491475759190197
Galen College of Nursing-ARH,Hazard,KY,41701-9519,www.galencollege.edu/nursing-programs/hazard/,23376.6,13168.0,13168.0,5258.0,0.4151953977385439
University of Wisconsin-Milwaukee Flex,Milwaukee,WI,53201,https://flex.wisconsin.edu/,20115.4,11462.0,11462.0,10354.0,1.0086786114221724
